local,ensino_secundario_completo,Edificios Concluidos,Vendas,Taxa_Criminalidade,retencao_desistencia_ensino_basico,Total_Pedidos_Residencia,empregada_por_conta_outrem_com_ensino_superior,taxa_bruta_escolarizacao_ensino_secundario,Densidade_alojamentos,ganho_mensal,Taxa de crescimento efetivo,Valor_Medio_Pensoes,Estabelecimentos,Saldo migratório,votos_por_partido_ou_coligacao_x,populacao_ativa,votos_por_partido_ou_coligacao_y,residente_empregada_estudante,valor_processado_IRS,num_estabelecimentos_ensino_nao_superior,Total_Crimes,Desemprego,Idade da população residente,taxa_de_abstenção,Volume de negócios,Duracao_Sub_desemprego,poder_de_compra,Sessões de espetáculos ao vivo,Pessoal ao serviço dos estabelecimentos ,Beneficiários_Abono_Familia,pop_empregada_outrem_escalão,Rendas,Bens imóveis,Valor médio dos bilhetes vendidos,Alojamentos,taxa_emprego,credito_habitacao_permanente,votos_nulos_assembleias_municipais,pop_inscrita_eleicoes_assembleias_municipais,Beneficiários_RSI_1000_habitantes,Despesas em bibliotecas e arquivos,Indice Renovacao,Densidade populacional,rendimento_bruto,matriculados_ensino_nao_superior
Celorico da Beira,0.0,0.0,,25.9,0.0,63.0,0.0,1.0,0.0,0.0,1.02,4556.0,0.0,132.0,1.0,0.0,1.0,0.0,211.0,0.0,171.0,167.0,33.3,0.0,0.0,175.0,0.0,0.0,0.0,446.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28.84,0.0,61.6,26.4,0.0,0.0
Celorico de Basto,0.0,1.0,0.0,18.6,0.0,48.0,0.0,1.0,0.0,0.0,0.45,4405.0,0.0,188.0,0.0,0.0,0.0,0.0,542.0,0.0,328.0,386.0,27.8,0.0,0.0,189.0,0.0,0.0,0.0,1445.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,27.07,0.0,71.2,97.1,0.0,0.0
Chamusca,0.0,0.0,0.0,29.2,0.0,65.0,0.0,0.0,0.0,0.0,-0.34,5357.0,0.0,71.0,0.0,0.0,0.0,0.0,137.0,0.0,249.0,262.0,31.3,1.0,0.0,155.0,0.0,0.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.56,0.0,60.3,11.5,0.0,0.0
Chaves,1.0,0.0,0.0,29.7,0.0,534.0,1.0,2.0,0.0,0.0,0.25,4427.0,0.0,457.0,1.0,0.0,1.0,0.0,1660.0,0.0,1113.0,820.0,33.0,1.0,0.0,187.0,1.0,0.0,0.0,2695.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,37.26,0.0,56.5,63.1,1.0,0.0
Cinfães,0.0,0.0,0.0,19.3,0.0,120.0,0.0,1.0,0.0,0.0,-0.73,4895.0,0.0,46.0,2.0,0.0,2.0,0.0,927.0,0.0,337.0,566.0,28.5,0.0,0.0,182.0,0.0,0.0,0.0,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,43.31,0.0,67.9,73.4,0.0,0.0
Coimbra,2.0,1.0,1.0,27.6,0.0,5892.0,2.0,2.0,0.0,1.0,1.4,6272.0,1.0,2483.0,0.0,1.0,0.0,1.0,4817.0,1.0,4003.0,3600.0,28.4,2.0,0.0,164.0,2.0,1.0,1.0,7991.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,27.32,1.0,73.4,447.1,2.0,1.0
Condeixa-a-Nova,2.0,0.0,0.0,12.0,0.0,187.0,1.0,1.0,0.0,1.0,2.02,5586.0,0.0,401.0,0.0,0.0,0.0,0.0,146.0,0.0,211.0,418.0,26.3,1.0,0.0,157.0,1.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.16,0.0,69.3,124.1,2.0,0.0
Constância,1.0,0.0,,22.5,0.0,26.0,1.0,1.0,0.0,1.0,2.07,6263.0,0.0,101.0,2.0,0.0,2.0,0.0,134.0,0.0,89.0,97.0,26.7,0.0,0.0,162.0,1.0,0.0,0.0,294.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.19,0.0,68.1,48.2,1.0,0.0
Coruche,0.0,0.0,1.0,36.5,1.0,95.0,0.0,1.0,0.0,1.0,-0.05,5578.0,0.0,223.0,1.0,0.0,1.0,0.0,644.0,0.0,633.0,616.0,31.0,2.0,0.0,162.0,0.0,0.0,0.0,1216.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33.04,0.0,58.7,15.6,1.0,0.0
Corvo,1.0,0.0,,6.9,0.0,0.0,0.0,0.0,0.0,1.0,0.23,5216.0,0.0,5.0,2.0,0.0,2.0,0.0,9.0,0.0,3.0,10.0,27.6,0.0,0.0,164.0,0.0,0.0,0.0,26.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29.89,0.0,79.3,25.4,2.0,0.0
Covilhã,1.0,0.0,0.0,33.1,0.0,1336.0,1.0,2.0,0.0,0.0,0.64,5253.0,0.0,635.0,1.0,0.0,1.0,0.0,1499.0,1.0,1534.0,1202.0,30.8,1.0,0.0,173.0,1.0,0.0,0.0,3492.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,27.39,0.0,64.5,82.9,1.0,0.0
Crato,0.0,0.0,,31.5,1.0,22.0,0.0,1.0,0.0,0.0,0.4,5470.0,0.0,80.0,0.0,0.0,0.0,0.0,154.0,0.0,103.0,64.0,34.5,0.0,0.0,184.0,0.0,0.0,0.0,243.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.41,0.0,59.5,8.2,1.0,0.0
Cuba,1.0,0.0,,50.3,1.0,61.0,0.0,1.0,0.0,0.0,0.52,5148.0,0.0,90.0,1.0,0.0,1.0,0.0,328.0,0.0,225.0,103.0,26.3,0.0,0.0,188.0,0.0,0.0,0.0,353.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.23,0.0,69.0,25.8,1.0,0.0
Câmara de Lobos,0.0,0.0,1.0,29.4,0.0,209.0,0.0,0.0,0.0,0.0,1.12,4828.0,0.0,363.0,2.0,0.0,2.0,0.0,692.0,0.0,963.0,877.0,23.3,2.0,0.0,169.0,0.0,0.0,0.0,3344.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,27.49,0.0,91.0,621.5,0.0,0.0
Elvas,1.0,0.0,0.0,43.2,1.0,201.0,2.0,1.0,0.0,0.0,-0.2,5248.0,0.0,88.0,0.0,0.0,0.0,0.0,1547.0,0.0,881.0,779.0,25.3,1.0,0.0,173.0,1.0,0.0,0.0,2110.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,70.87,0.0,68.4,32.4,1.0,0.0
Entroncamento,2.0,0.0,1.0,41.5,1.0,1179.0,1.0,2.0,1.0,1.0,2.95,7317.0,0.0,667.0,0.0,0.0,0.0,0.0,582.0,0.0,912.0,555.0,24.7,2.0,0.0,161.0,1.0,0.0,0.0,1940.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29.54,0.0,77.5,1554.7,2.0,0.0
Espinho,1.0,0.0,1.0,33.0,0.0,412.0,1.0,2.0,1.0,0.0,1.58,6501.0,0.0,689.0,0.0,0.0,0.0,0.0,1075.0,0.0,1069.0,973.0,29.3,1.0,0.0,188.0,1.0,0.0,0.0,2165.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,34.39,0.0,67.8,1514.0,1.0,0.0
Esposende,1.0,1.0,1.0,27.3,0.0,574.0,1.0,1.0,0.0,0.0,1.81,5329.0,0.0,677.0,2.0,0.0,2.0,0.0,308.0,0.0,1012.0,817.0,25.7,1.0,0.0,166.0,1.0,0.0,0.0,2836.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,9.71,0.0,79.6,382.2,1.0,0.0
Estarreja,1.0,0.0,1.0,31.6,0.0,379.0,0.0,1.0,0.0,2.0,1.64,6473.0,0.0,550.0,1.0,0.0,1.0,0.0,1153.0,0.0,855.0,774.0,27.3,2.0,0.0,170.0,1.0,0.0,0.0,2103.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,34.17,0.0,71.2,246.4,1.0,0.0
Estremoz,1.0,0.0,0.0,32.3,1.0,119.0,0.0,2.0,0.0,0.0,-0.61,5795.0,0.0,55.0,0.0,0.0,0.0,0.0,599.0,0.0,405.0,287.0,29.6,1.0,0.0,158.0,1.0,0.0,0.0,971.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,42.04,0.0,57.7,24.6,1.0,0.0
Fafe,0.0,1.0,0.0,26.4,0.0,438.0,0.0,1.0,0.0,0.0,0.34,4929.0,0.0,285.0,1.0,0.0,1.0,0.0,678.0,0.0,1281.0,1872.0,27.9,1.0,0.0,183.0,0.0,0.0,0.0,4075.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,13.22,0.0,71.8,220.7,0.0,0.0
Faro,2.0,0.0,1.0,50.4,1.0,2943.0,1.0,2.0,0.0,1.0,0.79,6502.0,0.0,660.0,1.0,1.0,1.0,0.0,2468.0,1.0,3500.0,2357.0,25.9,2.0,0.0,149.0,2.0,1.0,0.0,5768.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,33.43,1.0,80.7,340.2,2.0,0.0
Felgueiras,0.0,1.0,0.0,25.7,0.0,394.0,0.0,1.0,0.0,0.0,0.02,5355.0,0.0,0.0,2.0,1.0,2.0,0.0,1102.0,1.0,1424.0,2220.0,26.3,1.0,0.0,172.0,0.0,0.0,0.0,5205.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,18.21,0.0,78.6,478.8,0.0,0.0
Ferreira do Alentejo,0.0,0.0,0.0,48.9,1.0,272.0,0.0,0.0,0.0,1.0,0.61,5070.0,0.0,131.0,1.0,0.0,1.0,0.0,249.0,0.0,387.0,268.0,28.4,1.0,0.0,144.0,0.0,0.0,0.0,602.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27.37,0.0,76.4,12.1,0.0,0.0
Ferreira do Zêzere,0.0,0.0,0.0,23.4,0.0,115.0,0.0,0.0,0.0,1.0,1.52,5044.0,0.0,222.0,2.0,0.0,2.0,0.0,153.0,0.0,188.0,99.0,29.9,0.0,0.0,155.0,0.0,0.0,0.0,589.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,15.82,0.0,67.1,41.5,0.0,0.0
Figueira da Foz,1.0,1.0,1.0,26.0,0.0,1693.0,1.0,1.0,0.0,1.0,1.41,6762.0,0.0,1280.0,0.0,1.0,0.0,0.0,2341.0,1.0,1579.0,1944.0,29.6,1.0,0.0,156.0,1.0,0.0,0.0,4073.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.96,1.0,64.2,157.8,2.0,0.0
Figueira de Castelo Rodrigo,0.0,0.0,,41.8,2.0,7.0,0.0,1.0,0.0,0.0,-0.42,4413.0,0.0,53.0,1.0,0.0,1.0,0.0,259.0,0.0,211.0,103.0,33.4,0.0,0.0,171.0,0.0,0.0,0.0,367.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,63.28,0.0,57.1,10.0,0.0,0.0
Figueiró dos Vinhos,0.0,0.0,,20.7,0.0,93.0,0.0,1.0,0.0,0.0,1.09,4760.0,0.0,120.0,0.0,0.0,0.0,0.0,168.0,0.0,109.0,80.0,34.6,0.0,0.0,179.0,0.0,0.0,0.0,341.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27.11,0.0,53.0,30.1,0.0,0.0
Fornos de Algodres,0.0,0.0,,27.6,1.0,16.0,0.0,1.0,0.0,0.0,0.23,4445.0,0.0,74.0,2.0,0.0,2.0,0.0,131.0,0.0,121.0,84.0,33.7,0.0,0.0,176.0,0.0,0.0,0.0,290.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.83,0.0,52.8,33.3,0.0,0.0
Freixo de Espada à Cinta,0.0,0.0,,40.1,1.0,26.0,1.0,0.0,0.0,0.0,-1.01,4258.0,0.0,18.0,2.0,0.0,2.0,0.0,216.0,0.0,126.0,44.0,32.1,0.0,0.0,193.0,0.0,0.0,0.0,243.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.9,0.0,72.9,13.0,0.0,0.0
Fronteira,0.0,0.0,,23.2,0.0,35.0,0.0,0.0,0.0,0.0,1.12,5627.0,0.0,76.0,2.0,0.0,2.0,0.0,44.0,0.0,69.0,96.0,31.5,0.0,0.0,177.0,0.0,0.0,0.0,234.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,10.97,0.0,61.2,11.8,1.0,0.0
Funchal,2.0,1.0,2.0,33.0,0.0,1916.0,1.0,2.0,1.0,1.0,0.52,6382.0,1.0,1090.0,1.0,1.0,1.0,1.0,3646.0,1.0,3551.0,3154.0,27.8,2.0,1.0,181.0,2.0,1.0,1.0,7079.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,34.95,0.0,64.8,1403.9,2.0,1.0
Fundão,1.0,0.0,0.0,43.0,1.0,517.0,1.0,1.0,0.0,0.0,1.31,4967.0,0.0,572.0,2.0,0.0,2.0,0.0,1131.0,0.0,1159.0,607.0,31.5,1.0,0.0,179.0,0.0,0.0,0.0,1946.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,35.63,0.0,63.2,38.0,1.0,0.0
Gavião,0.0,0.0,,31.6,0.0,3.0,0.0,0.0,0.0,1.0,-1.11,5570.0,0.0,49.0,1.0,0.0,1.0,0.0,84.0,0.0,105.0,82.0,38.9,0.0,0.0,194.0,0.0,0.0,0.0,219.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32,0.0,48.3,11.4,1.0,0.0
Golegã,1.0,0.0,0.0,34.2,1.0,82.0,1.0,1.0,0.0,0.0,0.46,5700.0,0.0,77.0,1.0,0.0,1.0,0.0,98.0,0.0,186.0,136.0,28.2,1.0,0.0,168.0,1.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.86,0.0,74.6,64.2,1.0,0.0
Gondomar,1.0,1.0,1.0,19.3,0.0,1985.0,1.0,1.0,1.0,0.0,0.79,6369.0,1.0,1668.0,1.0,2.0,1.0,1.0,7091.0,1.0,3256.0,6083.0,27.0,2.0,0.0,180.0,1.0,0.0,1.0,13542.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,40.85,0.0,72.2,1267.8,1.0,0.0
Gouveia,0.0,0.0,0.0,24.5,0.0,83.0,1.0,1.0,0.0,0.0,0.88,4591.0,0.0,281.0,1.0,0.0,1.0,0.0,427.0,0.0,299.0,236.0,34.8,1.0,0.0,178.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.42,0.0,55.1,40.3,0.0,0.0
Grândola,1.0,0.0,2.0,50.4,1.0,434.0,0.0,1.0,0.0,1.0,1.15,5479.0,0.0,264.0,0.0,0.0,0.0,0.0,282.0,0.0,714.0,271.0,28.3,1.0,0.0,161.0,1.0,0.0,0.0,1136.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.51,1.0,72.6,17.0,1.0,0.0
Guarda,2.0,0.0,0.0,24.7,1.0,572.0,1.0,2.0,0.0,1.0,0.3,5140.0,0.0,390.0,0.0,0.0,0.0,0.0,1274.0,0.0,988.0,1003.0,28.9,1.0,0.0,152.0,1.0,0.0,0.0,2692.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,30.6,0.0,65.4,56.0,1.0,0.0
Guimarães,1.0,2.0,1.0,19.3,0.0,2428.0,0.0,1.0,0.0,0.0,0.19,6208.0,1.0,509.0,1.0,2.0,1.0,1.0,1674.0,1.0,3032.0,6253.0,27.1,1.0,1.0,188.0,1.0,1.0,1.0,12093.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,9.81,1.0,71.8,649.4,1.0,0.0
Góis,0.0,0.0,,25.3,0.0,56.0,0.0,0.0,0.0,0.0,0.71,5321.0,0.0,84.0,0.0,0.0,0.0,0.0,79.0,0.0,96.0,60.0,35.9,0.0,0.0,204.0,0.0,0.0,0.0,232.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.92,0.0,60.5,14.3,0.0,0.0
