local,codigo,Alojamentos
Quintas de São Bartolomeu,091124,278
Rapoula do Côa,091125,252
Rebolosa,091126,274
Rendo,091127,470
Sortelha,091133,558
Souto,091134,1067
"União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos",091141,662
União das freguesias de Lajeosa e Forcalhos,091142,557
"União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba",091143,552
"União das freguesias de Ruvina, Ruivós e Vale das Éguas",091144,311
União das freguesias de Santo Estêvão e Moita,091146,590
União das freguesias de Seixo do Côa e Vale Longo,091147,400
União das freguesias do Sabugal e Aldeia de Santo António,091145,2308
Vale de Espinho,091136,631
Vila Boa,091138,336
Vila do Touro,091139,303
Seia,0912,17653
Alvoco da Serra,091201,529
Girabolhos,091205,326
Loriga,091207,913
Paranhos,091208,989
Pinhanços,091209,491
Sabugueiro,091210,326
Sandomil,091212,720
Santa Comba,091213,476
Santiago,091216,721
Sazes da Beira,091219,305
Teixeira,091221,235
Travancinha,091224,408
União das freguesias de Carragozela e Várzea de Meruge,091230,399
União das freguesias de Sameice e Santa Eulália,091231,460
União das freguesias de Santa Marinha e São Martinho,091232,1020
"União das freguesias de Seia, São Romão e Lapa dos Dinheiros",091233,5772
União das freguesias de Torrozelo e Folhadosa,091234,615
União das freguesias de Tourais e Lajes,091235,1225
União das freguesias de Vide e Cabeça,091236,1173
Valezim,091225,258
Vila Cova à Coelheira,091228,292
Trancoso,0913,8534
Aldeia Nova,091301,312
Castanheira,091303,124
Cogula,091304,208
Cótimos,091305,216
Fiães,091307,264
Granja,091309,169
Guilheiro,091310,208
Moimentinha,091311,148
Moreira de Rei,091312,551
Palhais,091313,152
Póvoa do Concelho,091314,242
Reboleiro,091315,150
Rio de Mel,091316,239
Tamanhos,091321,274
União das freguesias de Freches e Torres,091330,566
"União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho",091331,442
União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior,091332,2490
União das freguesias de Vale do Seixo e Vila Garcia,091333,292
União das freguesias de Vila Franca das Naves e Feital,091334,803
União das freguesias de Vilares e Carnicães,091335,391
Valdujo,091325,293
Área Metropolitana de Lisboa,17,1499047
Área Metropolitana de Lisboa,170,1499047
Alcochete,1502,9207
Alcochete,150201,6528
Samouco,150202,1597
São Francisco,150203,1082
Almada,1503,101711
Costa da Caparica,150303,13833
"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",150312,28086
União das freguesias de Caparica e Trafaria,150313,14115
União das freguesias de Charneca de Caparica e Sobreda,150314,25856
União das freguesias de Laranjeiro e Feijó,150315,19821
Amadora,1115,87189
Águas Livres,111513,20319
Alfragide,111512,7459
Encosta do Sol,111514,13280
Falagueira-Venda Nova,111515,11100
Mina de Água,111516,20136
Venteira,111517,14895
Barreiro,1504,41827
Santo António da Charneca,150407,5481
"União das freguesias de Alto do Seixalinho, Santo André e Verderena",150409,22423
União das freguesias de Barreiro e Lavradio,150410,12062
União das freguesias de Palhais e Coina,150411,1861
Cascais,1105,110681
Alcabideche,110501,20190
São Domingos de Rana,110506,26671
União das freguesias de Carcavelos e Parede,110507,25081
União das freguesias de Cascais e Estoril,110508,38739
Lisboa,1106,320143
Ajuda,110601,8828
Alcântara,110602,8868
Alvalade,110654,18924
Areeiro,110655,12546
Arroios,110656,20906
Avenidas Novas,110657,14812
Beato,110607,7525
Belém,110658,9389
Benfica,110608,20892
Campo de Ourique,110659,13638
Campolide,110610,9123
Carnide,110611,9022
Estrela,110660,12677
Lumiar,110618,24100
Marvila,110621,16810
Misericórdia,110661,8665
Olivais,110633,16956
Parque das Nações,110662,11325
Penha de França,110663,17710
Santa Clara,110664,10931
Santa Maria Maior,110665,7718
Santo António,110666,8271
São Domingos de Benfica,110639,20331
São Vicente,110667,10176
Loures,1107,98072
Bucelas,110702,2592
Fanhões,110705,1459
Loures,110707,14229
Lousa,110708,1789
"União das freguesias de Camarate, Unhos e Apelação",110731,15929
União das freguesias de Moscavide e Portela,110726,11421
União das freguesias de Sacavém e Prior Velho,110727,12063
"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",110728,21310
União das freguesias de Santo Antão e São Julião do Tojal,110729,4147
União das freguesias de Santo António dos Cavaleiros e Frielas,110730,13133
Mafra,1109,44961
Carvoeira,110902,1900
Encarnação,110904,2569
Ericeira,110906,9476
Mafra,110909,9530
Milharado,110911,3220
Santo Isidoro,110913,2610
União das freguesias de Azueira e Sobral da Abelheira,110918,2213
"União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário",110919,1933
União das freguesias de Igreja Nova e Cheleiros,110920,2349
União das freguesias de Malveira e São Miguel de Alcainça,110921,4330
União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés,110922,4831
Moita,1506,34620
Alhos Vedros,150601,8144
Moita,150603,8980
União das freguesias de Baixa da Banheira e Vale da Amoreira,150607,16263
União das freguesias de Gaio-Rosário e Sarilhos Pequenos,150608,1233
Montijo,1507,27971
Canha,150701,1204
Sarilhos Grandes,150704,1770
União das freguesias de Atalaia e Alto Estanqueiro-Jardia,150709,2624
União das freguesias de Montijo e Afonsoeiro,150710,20209
União das freguesias de Pegões,150711,2164
Odivelas,1116,71945
Odivelas,111603,29663
União das freguesias de Pontinha e Famões,111608,17372
União das freguesias de Póvoa de Santo Adrião e Olival Basto,111609,9575
União das freguesias de Ramada e Caneças,111610,15335
Oeiras,1110,86840
Barcarena,111002,6643
Porto Salvo,111009,6811
"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",111012,25478
União das freguesias de Carnaxide e Queijas,111013,16563
"União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias",111014,31345
Palmela,1508,34798
Palmela,150802,9307
Pinhal Novo,150803,12900
Quinta do Anjo,150804,7767
União das freguesias de Poceirão e Marateca,150806,4824
Seixal,1510,82977
Amora,151002,24224
Corroios,151005,24359
Fernão Ferro,151006,11047
"União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires",151007,23347
Sesimbra,1511,33199
Quinta do Conde,151103,12858
Sesimbra (Castelo),151101,14378
Sesimbra (Santiago),151102,5963
Setúbal,1512,63317
Gâmbia-Pontes-Alto da Guerra,151207,2889
Sado,151208,2484
Setúbal (São Sebastião),151205,25635
União das freguesias de Azeitão (São Lourenço e São Simão),151209,10672
"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",151210,21637
Sintra,1111,184273
Algueirão-Mem Martins,111102,30880
Casal de Cambra,111115,5909
Colares,111105,6096
Rio de Mouro,111108,22242
União das freguesias de Agualva e Mira-Sintra,111122,19715
"União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar",111123,8965
União das freguesias de Massamá e Monte Abraão,111125,22611
União das freguesias de Queluz e Belas,111126,25004
União das freguesias de São João das Lampas e Terrugem,111127,9898
"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",111128,14820
União das freguesias do Cacém e São Marcos,111124,18133
Vila Franca de Xira,1114,65316
"União das freguesias de Alhandra, São João dos Montes e Calhandriz",111412,6529
União das freguesias de Alverca do Ribatejo e Sobralinho,111413,17394
União das freguesias de Castanheira do Ribatejo e Cachoeiras,111414,3931
União das freguesias de Póvoa de Santa Iria e Forte da Casa,111415,18051
Vialonga,111408,9318
Vila Franca de Xira,111409,10093
Alentejo,18,474529
Alentejo Litoral,181,71040
Alcácer do Sal,1501,8884
Comporta,150106,1174
São Martinho,150105,355
Torrão,150104,1780
União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana,150107,5575
Grândola,1505,12549
Azinheira dos Barros e São Mamede do Sádão,150501,544
Carvalhal,150505,3206
Melides,150503,1831
União das freguesias de Grândola e Santa Margarida da Serra,150506,6968
Odemira,0211,22396
Boavista dos Pinheiros,021116,952
Colos,021118,804
Longueira/Almograve,021117,1341
Luzianes-Gare,021115,457
Relíquias,021102,899
Sabóia,021103,927
Santa Clara-a-Velha,021119,851
São Luís,021106,1789
São Martinho das Amoreiras,021107,1142
São Salvador e Santa Maria,021120,2112
São Teotónio,021121,5135
Vale de Santiago,021122,816
Vila Nova de Milfontes,021111,5171
Santiago do Cacém,1509,18540
Abela,150901,601
Alvalade,150902,1214
Cercal,150903,2578
Ermidas-Sado,150904,1418
Santo André,150907,6019
São Francisco da Serra,150910,638
"União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra",150912,5022
União das freguesias de São Domingos e Vale de Água,150913,1050
Sines,1513,8671
Porto Covo,151302,1290
Sines,151301,7381
Baixo Alentejo,184,85741
Aljustrel,0201,5892
Ervidel,020102,784
Messejana,020103,635
São João de Negrilhos,020104,964
União das freguesias de Aljustrel e Rio de Moinhos,020106,3509
Almodôvar,0202,5591
Aldeia dos Fernandes,020208,429
Rosário,020203,437
Santa Cruz,020205,731
São Barnabé,020206,460
União das freguesias de Almodôvar e Graça dos Padrões,020209,2695
União das freguesias de Santa Clara-a-Nova e Gomes Aires,020210,839
Alvito,0203,1758
Alvito,020301,925
Vila Nova da Baronia,020302,833
Barrancos,0204,1281
Barrancos,020401,1281
Beja,0205,20309
Baleizão,020502,704
Beringel,020503,887
Cabeça Gorda,020504,814
Nossa Senhora das Neves,020506,990
Santa Clara de Louredo,020510,352
São Matias,020516,365
União das freguesias de Albernoa e Trindade,020519,744
União das freguesias de Beja (Salvador e Santa Maria da Feira),020520,5607
União das freguesias de Beja (Santiago Maior e São João Baptista),020521,7796
União das freguesias de Salvada e Quintos,020522,931
União das freguesias de Santa Vitória e Mombeja,020523,724
União das freguesias de Trigaches e São Brissos,020524,395
Castro Verde,0206,4887
Entradas,020603,474
Santa Bárbara de Padrões,020604,751
São Marcos da Ataboeira,020605,359
União das freguesias de Castro Verde e Casével,020606,3303
Cuba,0207,2965
Cuba,020701,1873
Faro do Alentejo,020702,264
Vila Alva,020703,402
Vila Ruiva,020704,426
Ferreira do Alentejo,0208,5305
Figueira dos Cavaleiros,020803,801
Odivelas,020804,426
União das freguesias de Alfundão e Peroguarda,020807,853
União das freguesias de Ferreira do Alentejo e Canhestros,020808,3225
Mértola,0209,8675
Alcaria Ruiva,020901,883
Corte do Pinto,020902,1621
Espírito Santo,020903,1171
Mértola,020904,2250
Santana de Cambas,020905,1089
São João dos Caldeireiros,020906,493
"União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros",020910,1168
Moura,0210,10408
Amareleja,021001,1738
Póvoa de São Miguel,021002,806
Sobral da Adiça,021008,882
União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador,021009,5423
União das freguesias de Safara e Santo Aleixo da Restauração,021010,1559
Ourique,0212,4295
Ourique,021203,2063
Santana da Serra,021206,781
União das freguesias de Garvão e Santa Luzia,021207,866
União das freguesias de Panoias e Conceição,021208,585
Serpa,0213,10496
Brinches,021302,879
Pias,021303,2043
União das freguesias de Serpa (Salvador e Santa Maria),021308,3858
União das freguesias de Vila Nova de São Bento e Vale de Vargo,021309,2762
Vila Verde de Ficalho,021307,954
Vidigueira,0214,3879
Pedrógão,021401,933
Selmes,021402,675
Vidigueira,021403,1695
Vila de Frades,021404,576
Lezíria do Tejo,185,137248
Almeirim,1403,12156
Almeirim,140301,6882
Benfica do Ribatejo,140302,1653
Fazendas de Almeirim,140303,3268
Raposa,140304,353
Alpiarça,1404,4019
Alpiarça,140401,4019
Azambuja,1103,12012
Alcoentre,110301,1715
Aveiras de Baixo,110302,747
Aveiras de Cima,110303,2557
Azambuja,110304,4143
"União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa",110310,1765
Vale do Paraíso,110306,602
Vila Nova da Rainha,110307,483
Benavente,1405,15158
Barrosa,140504,379
Benavente,140501,4988
Samora Correia,140502,8454
Santo Estêvão,140503,1337
Cartaxo,1406,13256
Pontével,140604,2489
União das freguesias de Ereira e Lapa,140610,1067
União das freguesias do Cartaxo e Vale da Pinta,140609,6774
Valada,140605,641
Vale da Pedra,140608,911
Vila Chã de Ourique,140607,1374
Chamusca,1407,6040
Carregueira,140707,1239
Ulme,140704,682
União das freguesias da Chamusca e Pinheiro Grande,140708,2404
União das freguesias de Parreira e Chouto,140709,1038
Vale de Cavalos,140705,677
Coruche,1409,12068
Biscainho,140907,682
Branca,140905,948
Couço,140902,1931
Santana do Mato,140908,719
São José da Lamarosa,140903,992
"União das freguesias de Coruche, Fajarda e Erra",140909,6796
Golegã,1412,3493
Azinhaga,141201,851
Golegã,141202,2344
Pombalinho,141203,298
Rio Maior,1414,12259
Alcobertas,141401,966
Arrouquelas,141402,412
Asseiceira,141410,628
Fráguas,141405,422
Rio Maior,141408,6826
São Sebastião,141411,283
União das freguesias de Azambujeira e Malaqueijo,141415,565
União das freguesias de Marmeleira e Assentiz,141416,612
União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões,141417,712
União das freguesias de São João da Ribeira e Ribeira de São João,141418,833
Salvaterra de Magos,1415,11929
Marinhais,141502,3510
Muge,141503,768
União das freguesias de Glória do Ribatejo e Granho,141507,2103
União das freguesias de Salvaterra de Magos e Foros de Salvaterra,141508,5548
Santarém,1416,34858
Abitureiras,141601,581
Abrã,141602,693
Alcanede,141604,2493
Alcanhões,141605,841
Almoster,141606,1210
Amiais de Baixo,141607,1067
Arneiro das Milhariças,141608,579
Gançaria,141628,245
Moçarria,141613,658
Pernes,141614,761
Póvoa da Isenta,141616,630
"União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém",141629,1788
União das freguesias de Azoia de Cima e Tremês,141630,1452
União das freguesias de Casével e Vaqueiros,141631,802
União das freguesias de Romeira e Várzea,141632,1378
União das freguesias de São Vicente do Paul e Vale de Figueira,141634,1726
União de freguesias da cidade de Santarém,141633,16372
Vale de Santarém,141625,1582
Alto Alentejo,186,81393
Alter do Chão,1201,3021
Alter do Chão,120101,1756
Chancelaria,120102,530
Cunheira,120104,356
Seda,120103,379
Arronches,1202,2536
Assunção,120201,1401
Esperança,120202,824
Mosteiros,120203,311
Avis,1203,3590
Aldeia Velha,120302,304
Avis,120303,1146
Ervedal,120305,433
Figueira e Barros,120306,289
União das freguesias de Alcórrego e Maranhão,120309,520
União das freguesias de Benavila e Valongo,120310,898
Campo Maior,1204,5137
Nossa Senhora da Expectação,120401,2244
Nossa Senhora da Graça dos Degolados,120402,427
São João Baptista,120403,2466
Castelo de Vide,1205,2919
Nossa Senhora da Graça de Póvoa e Meadas,120501,669
Santa Maria da Devesa,120502,1342
Santiago Maior,120503,345
São João Baptista,120504,563
Crato,1206,3212
Aldeia da Mata,120601,429
Gáfete,120604,676
Monte da Pedra,120605,324
"União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso",120607,1783
Elvas,1207,13447
"Assunção, Ajuda, Salvador e Santo Ildefonso",120712,5165
"Caia, São Pedro e Alcáçova",120713,3506
Santa Eulália,120706,827
São Brás e São Lourenço,120707,952
São Vicente e Ventosa,120708,500
União das freguesias de Barbacena e Vila Fernando,120714,831
União das freguesias de Terrugem e Vila Boim,120715,1666
Fronteira,1208,2569
Cabeço de Vide,120801,1012
Fronteira,120802,1355
São Saturnino,120803,202
Gavião,1209,3535
Belver,120902,887
Comenda,120903,752
Margem,120905,630
União das freguesias de Gavião e Atalaia,120906,1266
Marvão,1210,2967
Beirã,121001,490
Santa Maria de Marvão,121002,498
Santo António das Areias,121003,868
São Salvador da Aramenha,121004,1111
Monforte,1211,2413
Assumar,121101,452
Monforte,121102,845
Santo Aleixo,121103,531
Vaiamonte,121104,585
Nisa,1212,7160
Alpalhão,121201,1030
Montalvão,121205,877
Santana,121207,452
São Matias,121208,456
Tolosa,121210,764
União das freguesias de Arez e Amieira do Tejo,121211,819
"União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão",121212,2762
Ponte de Sor,1213,10538
Foros de Arrão,121304,606
Galveias,121301,989
Longomel,121305,834
Montargil,121302,1883
"União das freguesias de Ponte de Sor, Tramaga e Vale de Açor",121308,6226
Portalegre,1214,14670
Alagoa,121401,384
Alegrete,121402,1114
Fortios,121404,1105
União das freguesias da Sé e São Lourenço,121411,8860
União das freguesias de Reguengo e São Julião,121412,890
União das freguesias de Ribeira de Nisa e Carreiras,121413,1189
Urra,121410,1128
Sousel,1215,3679
Cano,121501,936
Casa Branca,121502,1052
Santo Amaro,121503,390
Sousel,121504,1301
Alentejo Central,187,99107
Alandroal,0701,4449
Capelins (Santo António),070104,613
Santiago Maior,070103,1457
Terena (São Pedro),070105,744
"União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)",070107,1635
Arraiolos,0702,4766
Arraiolos,070201,1944
Igrejinha,070202,594
União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro,070208,601
União das freguesias de São Gregório e Santa Justa,070209,474
Vimieiro,070206,1153
Borba,0703,4213
Borba (Matriz),070301,2006
Borba (São Bartolomeu),070304,542
Orada,070302,527
Rio de Moinhos,070303,1138
Estremoz,0704,9390
Arcos,070401,756
Évora Monte (Santa Maria),070404,619
Glória,070402,445
São Domingos de Ana Loura,070411,260
União das freguesias de Estremoz (Santa Maria e Santo André),070414,5141
União das freguesias de São Bento do Cortiço e Santo Estêvão,070415,481
União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura,070416,413
União das freguesias do Ameixial (Santa Vitória e São Bento),070417,557
Veiros,070413,718
Évora,0705,29836
Canaviais,070515,1548
Nossa Senhora da Graça do Divor,070502,289
Nossa Senhora de Machede,070503,647
São Bento do Mato,070506,768
São Miguel de Machede,070509,519
Torre de Coelheiros,070513,475
União das freguesias de Bacelo e Senhora da Saúde,070522,8990
"União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",070523,4239
União das freguesias de Malagueira e Horta das Figueiras,070524,10304
União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,070525,657
União das freguesias de São Manços e São Vicente do Pigeiro,070526,830
União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,070527,570
Montemor-o-Novo,0706,10400
Cabrela,070601,430
Ciborro,070607,481
Foros de Vale de Figueira,070610,706
Santiago do Escoural,070605,914
São Cristóvão,070606,515
União das freguesias de Cortiçadas de Lavre e Lavre,070611,1129
"União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",070612,6225
Mora,0707,3834
Brotas,070701,387
Cabeção,070702,1016
Mora,070703,1517
Pavia,070704,914
Mourão,0708,1947
Granja,070801,561
Luz,070802,229
Mourão,070803,1157
Portel,0709,4248
Monte do Trigo,070903,629
Portel,070905,1550
Santana,070906,383
União das freguesias de Amieira e Alqueva,070909,673
União das freguesias de São Bartolomeu do Outeiro e Oriola,070910,667
Vera Cruz,070908,346
Redondo,0710,4566
Montoito,071001,1005
Redondo,071002,3561
Reguengos de Monsaraz,0711,6607
Corval,071102,1035
Monsaraz,071103,769
Reguengos de Monsaraz,071104,3841
União das freguesias de Campo e Campinho,071106,962
Vendas Novas,0712,6428
Landeira,071202,343
Vendas Novas,071201,6085
Viana do Alentejo,0713,3592
Aguiar,071303,432
Alcáçovas,071301,1536
Viana do Alentejo,071302,1624
Vila Viçosa,0714,4831
Bencatel,071401,977
Ciladas,071402,680
Nossa Senhora da Conceição e São Bartolomeu,071406,2794
Pardais,071404,380
Algarve,15,392315
Algarve,150,392315
Albufeira,0801,45123
Albufeira e Olhos de Água,080106,32939
Ferreiras,080104,4109
Guia,080102,5631
Paderne,080103,2444
Alcoutim,0802,3606
Giões,080202,318
Martim Longo,080203,1073
União das freguesias de Alcoutim e Pereiro,080206,1682
Vaqueiros,080205,533
Aljezur,0803,5967
Aljezur,080301,3437
Bordeira,080302,607
Odeceixe,080303,982
Rogil,080304,941
Castro Marim,0804,8552
Altura,080404,3768
Azinhal,080401,661
Castro Marim,080402,2919
Odeleite,080403,1204
Faro,0805,38733
Montenegro,080506,4721
Santa Bárbara de Nexe,080503,3027
União das freguesias de Conceição e Estoi,080507,4801
União das freguesias de Faro (Sé e São Pedro),080508,26184
Lagoa,0806,21158
Ferragudo,080602,2167
Porches,080604,3663
União das freguesias de Estômbar e Parchal,080607,5731
União das freguesias de Lagoa e Carvoeiro,080608,9597
Lagos,0807,28017
Luz,080703,5189
Odiáxere,080704,1902
São Gonçalo de Lagos,080708,19205
União das freguesias de Bensafrim e Barão de São João,080707,1721
Loulé,0808,67158
Almancil,080801,10358
Alte,080802,1555
Ameixial,080803,510
Boliqueime,080804,3218
Loulé (São Clemente),080808,10527
Loulé (São Sebastião),080809,4614
Quarteira,080805,32446
Salir,080807,2080
"União de freguesias de Querença, Tôr e Benafim",080812,1850
Monchique,0809,4703
Alferce,080901,450
Marmelete,080902,773
Monchique,080903,3480
Olhão,0810,26991
Olhão,081003,8889
Pechão,081004,2101
Quelfes,081005,9197
União das freguesias de Moncarapacho e Fuseta,081006,6804
Portimão,0811,49433
Alvor,081101,7518
Mexilhoeira Grande,081102,2925
Portimão,081103,38990
São Brás de Alportel,0812,6881
São Brás de Alportel,081201,6881
Silves,0813,33568
Armação de Pêra,081303,11654
São Bartolomeu de Messines,081305,5908
São Marcos da Serra,081306,1172
Silves,081307,6717
União das freguesias de Alcantarilha e Pêra,081309,4156
União das freguesias de Algoz e Tunes,081310,3961
Tavira,0814,25641
Cachopo,081401,846
Santa Catarina da Fonte do Bispo,081404,1326
Santa Luzia,081408,2132
União das freguesias de Conceição e Cabanas de Tavira,081410,5990
União das freguesias de Luz de Tavira e Santo Estêvão,081411,3401
União das freguesias de Tavira (Santa Maria e Santiago),081412,11946
Vila do Bispo,0815,6006
Barão de São Miguel,081501,573
Budens,081502,2751
Sagres,081504,1426
Vila do Bispo e Raposeira,081506,1256
Vila Real de Santo António,0816,20778
Monte Gordo,081603,6620
Vila Nova de Cacela,081601,5954
Vila Real de Santo António,081602,8204
Região Autónoma dos Açores,2,113536
Região Autónoma dos Açores,20,113536
Região Autónoma dos Açores,200,113536
Angra do Heroísmo,4301,15655
Altares,430101,395
Angra (Nossa Senhora da Conceição),430102,1666
Angra (Santa Luzia),430103,1114
Angra (São Pedro),430104,1622
Angra (Sé),430105,613
Cinco Ribeiras,430106,312
Doze Ribeiras,430107,240
Feteira,430108,696
Porto Judeu,430109,1001
Posto Santo,430110,423
Raminho,430111,269
Ribeirinha,430112,1119
Santa Bárbara,430113,594
São Bartolomeu de Regatos,430114,858
São Bento,430115,862
São Mateus da Calheta,430116,1543
Serreta,430117,202
Terra Chã,430118,1173
Vila de São Sebastião,430119,953
Calheta,4501,2426
Calheta,450101,733
Norte Pequeno,450102,173
Ribeira Seca,450103,686
Santo Antão,450104,500
Topo (Nossa Senhora do Rosário),450105,334
Corvo,4901,206
Corvo,490101,206
Horta,4701,7415
Capelo,470101,498
Castelo Branco,470102,599
Cedros,470103,538
Feteira,470104,807
Flamengos,470105,646
Horta (Angústias),470106,1189
Horta (Conceição),470107,536
Horta (Matriz),470108,1241
Pedro Miguel,470109,334
Praia do Almoxarife,470110,438
Praia do Norte,470111,238
Ribeirinha,470112,175
Salão,470113,176
Lagoa,4201,5315
Água de Pau,420101,1151
Cabouco,420102,675
Lagoa (Nossa Senhora do Rosário),420103,2086
Lagoa (Santa Cruz),420104,1211
Ribeira Chã,420105,192
Lajes das Flores,4801,1035
Fajã Grande,480101,219
Fajãzinha,480102,82
Fazenda,480103,152
Lajedo,480104,62
Lajes das Flores,480105,368
Lomba,480106,124
Mosteiro,480107,28
Lajes do Pico,4601,3241
Calheta de Nesquim,460101,356
Lajes do Pico,460102,834
Piedade,460103,715
Ribeiras,460104,692
Ribeirinha,460105,347
São João,460106,297
Madalena,4602,3633
Bandeiras,460201,439
Candelária,460202,566
Criação Velha,460203,422
Madalena,460204,1416
São Caetano,460205,369
São Mateus,460206,421
Nordeste,4202,2627
Achada,420201,249
Achadinha,420202,232
Algarvia,420208,153
Lomba da Fazenda,420203,473
Nordeste,420204,724
Salga,420206,245
Santana,420207,223
Santo António de Nordestinho,420209,161
São Pedro de Nordestinho,420210,167
Ponta Delgada,4203,29199
Ajuda da Bretanha,420323,294
Arrifes,420301,2684
Candelária,420303,415
Capelas,420304,1520
Covoada,420305,424
Fajã de Baixo,420306,2028
Fajã de Cima,420307,1180
Fenais da Luz,420308,896
Feteiras,420309,558
Ginetes,420310,534
Mosteiros,420311,610
Pilar da Bretanha,420324,282
Ponta Delgada (São José),420313,2839
Ponta Delgada (São Pedro),420314,3966
Ponta Delgada (São Sebastião),420312,2453
Relva,420315,1100
Remédios,420316,301
Rosto do Cão (Livramento),420317,1672
Rosto do Cão (São Roque),420318,1875
Santa Bárbara,420319,327
Santa Clara,420325,1335
Santo António,420320,664
São Vicente Ferreira,420321,919
Sete Cidades,420322,323
Povoação,4204,3582
Água Retorta,420401,385
Faial da Terra,420402,308
Furnas,420403,933
Nossa Senhora dos Remédios,420404,528
Povoação,420405,1002
Ribeira Quente,420406,426
Ribeira Grande,4205,11753
Calhetas,420501,380
Fenais da Ajuda,420502,424
Lomba da Maia,420503,500
Lomba de São Pedro,420504,147
Maia,420505,802
Pico da Pedra,420506,1114
Porto Formoso,420507,525
Rabo de Peixe,420508,2722
Ribeira Grande (Conceição),420509,1073
Ribeira Grande (Matriz),420510,1427
Ribeira Seca,420511,1057
Ribeirinha,420512,877
Santa Bárbara,420513,471
São Brás,420514,234
Santa Cruz da Graciosa,4401,2894
Guadalupe,440101,746
Luz,440102,623
Santa Cruz da Graciosa,440104,1002
São Mateus,440103,523
Santa Cruz das Flores,4802,1192
Caveira,480201,51
Cedros,480202,78
Ponta Delgada,480203,203
Santa Cruz das Flores,480204,860
São Roque do Pico,4603,2306
Prainha,460301,456
Santa Luzia,460302,478
Santo Amaro,460303,231
Santo António,460304,434
São Roque do Pico,460305,707
Velas,4502,3263
Manadas (Santa Bárbara),450201,301
Norte Grande (Neves),450202,470
Rosais,450203,447
Santo Amaro,450204,497
Urzelina (São Mateus),450205,486
Velas (São Jorge),450206,1062
Vila da Praia da Vitória,4302,9865
Agualva,430201,597
Biscoitos,430202,1036
Cabo da Praia,430203,322
Fonte do Bastardo,430204,539
Fontinhas,430205,668
Lajes,430206,1498
Porto Martins,430211,676
Praia da Vitória (Santa Cruz),430207,3096
Quatro Ribeiras,430208,193
São Brás,430209,474
Vila Nova,430210,766
Vila do Porto,4101,3657
Almagreira,410101,381
Santa Bárbara,410102,589
Santo Espírito,410103,724
São Pedro,410104,388
Vila do Porto,410105,1575
Vila Franca do Campo,4206,4272
Água de Alto,420601,661
Ponta Garça,420602,1215
Ribeira das Tainhas,420603,284
Ribeira Seca,420606,447
Vila Franca do Campo (São Miguel),420604,1082
Vila Franca do Campo (São Pedro),420605,583
Região Autónoma da Madeira,3,131187
Região Autónoma da Madeira,30,131187
Região Autónoma da Madeira,300,131187
Calheta,3101,7640
Arco da Calheta,310101,1965
Calheta,310102,1963
Estreito da Calheta,310103,1013
Fajã da Ovelha,310104,742
Jardim do Mar,310105,151
Paul do Mar,310106,423
Ponta do Pargo,310107,898
Prazeres,310108,485
Câmara de Lobos,3102,13752
Câmara de Lobos,310201,6487
Curral das Freiras,310202,902
Estreito de Câmara de Lobos,310203,4115
Jardim da Serra,310205,1419
Quinta Grande,310204,829
Funchal,3103,52309
Funchal (Santa Luzia),310303,3057
Funchal (Santa Maria Maior),310304,6181
Funchal (São Pedro),310308,3885
Funchal (Sé),310310,2170
Imaculado Coração de Maria,310301,3019
Monte,310302,2482
Santo António,310305,11061
São Gonçalo,310306,2554
São Martinho,310307,14157
São Roque,310309,3743
Machico,3104,9965
Água de Pena,310401,1343
Caniçal,310402,1469
Machico,310403,5081
Porto da Cruz,310404,1346
