local,codigo,Densidade de alojamentos
"União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca",141921,212.6
Zibreira,141916,54.2
Vila de Rei,0510,15.9
Fundada,051001,17.7
São João do Peso,051002,13.8
Vila de Rei,051003,15.6
Vila Nova da Barquinha,1420,82.9
Atalaia,142001,62.4
Praia do Ribatejo,142002,52.1
Tancos,142003,65.7
Vila Nova da Barquinha,142006,157.1
Beiras e Serra da Estrela,16J,29.1
Almeida,0902,13.0
Almeida,090203,16.0
Castelo Bom,090207,8.2
Freineda,090209,8.1
Freixo,090210,9.5
Malhada Sorda,090213,11.9
Nave de Haver,090219,12.9
São Pedro de Rio Seco,090224,8.1
"União das freguesias de Amoreira, Parada e Cabreira",090230,13.6
"União das freguesias de Azinhal, Peva e Valverde",090231,6.2
"União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela",090232,10.6
União das freguesias de Junça e Naves,090233,5.8
"União das freguesias de Leomil, Mido, Senouras e Aldeia Nova",090234,7.3
União das freguesias de Malpartida e Vale de Coelha,090235,7.7
União das freguesias de Miuzela e Porto de Ovelha,090236,22.4
Vale da Mula,090227,10.7
Vilar Formoso,090229,88.9
Belmonte,0501,42.8
Caria,050102,37.8
Inguias,050104,27.4
Maçainhas,050105,17.6
União das freguesias de Belmonte e Colmeal da Torre,050106,69.3
Celorico da Beira,0903,25.6
Baraçal,090302,18.8
Carrapichana,090304,40.9
Casas do Soeiro,090322,48.0
Forno Telheiro,090306,24.6
Lajeosa do Mondego,090307,36.9
Linhares,090308,20.0
Maçal do Chão,090309,10.2
Mesquitela,090310,15.6
Minhocal,090311,14.8
Prados,090312,17.5
Ratoeira,090314,29.3
União das freguesias de Açores e Velosa,090323,17.7
União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego,090324,41.5
"União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais",090325,22.2
União das freguesias de Rapa e Cadafaz,090326,18.3
Vale de Azares,090318,40.7
Covilhã,0503,64.2
Aldeia de São Francisco de Assis,050302,31.3
Boidobra,050305,101.2
Cortes do Meio,050308,23.2
Dominguizo,050309,139.0
Erada,050310,15.0
Ferro,050311,38.8
Orjais,050312,28.9
Paul,050314,48.9
Peraboa,050315,25.4
São Jorge da Beira,050318,28.6
Sobral de São Miguel,050322,20.5
Tortosendo,050324,174.9
Unhais da Serra,050325,34.2
União das freguesias de Barco e Coutada,050332,34.1
União das freguesias de Cantar-Galo e Vila do Carvalho,050333,152.8
União das freguesias de Casegas e Ourondo,050334,19.2
União das freguesias de Covilhã e Canhoso,050335,499.0
União das freguesias de Peso e Vales do Rio,050336,67.1
União das freguesias de Teixoso e Sarzedo,050337,57.1
União das freguesias de Vale Formoso e Aldeia do Souto,050338,34.0
Verdelhos,050327,19.8
Figueira de Castelo Rodrigo,0904,10.8
Castelo Rodrigo,090403,7.9
Escalhão,090406,9.2
Figueira de Castelo Rodrigo,090408,51.7
Mata de Lobos,090410,10.7
"União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo",090418,8.9
União das freguesias de Almofala e Escarigo,090419,8.1
União das freguesias de Cinco Vilas e Reigada,090420,8.7
"União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia",090421,9.4
União das freguesias do Colmeal e Vilar Torpim,090422,5.3
Vermiosa,090415,8.7
Fornos de Algodres,0905,30.3
Algodres,090501,31.5
Casal Vasco,090502,29.6
Figueiró da Granja,090504,30.5
Fornos de Algodres,090505,63.6
Infias,090507,61.5
Maceira,090509,30.9
Matança,090510,15.9
Muxagata,090511,23.7
Queiriz,090512,21.1
União das freguesias de Cortiçô e Vila Chã,090517,24.5
"União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão",090518,27.7
União das freguesias de Sobral Pichorro e Fuinhas,090519,19.7
Fundão,0504,32.2
Alcaide,050401,33.5
Alcaria,050402,36.3
Alcongosta,050403,52.9
Alpedrinha,050406,53.7
Barroca,050408,25.7
Bogas de Cima,050410,11.0
Capinha,050411,13.9
Castelejo,050412,18.6
Castelo Novo,050413,11.3
Enxames,050431,16.2
Fatela,050416,42.1
Lavacolhos,050419,13.9
Orca,050420,15.0
Pêro Viseu,050421,36.5
Silvares,050424,44.2
Soalheira,050425,58.5
Souto da Casa,050426,25.3
Telhado,050427,27.2
Três Povos,050432,13.6
"União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo",050434,137.5
União das freguesias de Janeiro de Cima e Bogas de Baixo,050433,13.1
União das freguesias de Póvoa de Atalaia e Atalaia do Campo,050435,41.8
União das freguesias de Vale de Prazeres e Mata da Rainha,050436,20.4
Gouveia,0906,37.3
Arcozelo,090602,25.0
Cativelos,090603,48.5
Folgosinho,090605,10.6
Gouveia,090625,64.7
Nespereira,090612,100.7
Paços da Serra,090613,42.6
Ribamondego,090614,34.8
São Paio,090617,43.9
União das freguesias de Aldeias e Mangualde da Serra,090623,13.5
União das freguesias de Figueiró da Serra e Freixo da Serra,090624,40.0
União das freguesias de Melo e Nabais,090626,57.0
União das freguesias de Moimenta da Serra e Vinhó,090627,56.5
União das freguesias de Rio Torto e Lagarinhos,090628,37.1
Vila Cortês da Serra,090619,22.6
Vila Franca da Serra,090620,20.9
Vila Nova de Tazem,090621,81.0
Guarda,0907,40.0
Adão,090766,13.3
Aldeia do Bispo,090703,9.1
Aldeia Viçosa,090704,55.1
Alvendre,090705,13.1
Arrifana,090706,21.0
Avelãs da Ribeira,090708,14.4
Benespera,090709,16.6
Casal de Cinza,090711,22.5
Castanheira,090712,16.2
Cavadoude,090713,34.4
Codesseiro,090714,17.9
Faia,090716,31.9
Famalicão,090717,30.8
Fernão Joanes,090718,10.9
Gonçalo,090757,34.5
Gonçalo Bocas,090721,24.4
Guarda,090758,388.2
Jarmelo São Miguel,090759,16.0
Jarmelo São Pedro,090760,11.2
João Antão,090722,17.8
Maçainhas,090723,49.8
Marmeleiro,090724,17.0
Meios,090725,27.7
Panoias de Cima,090728,41.2
Pega,090729,32.0
Pêra do Moço,090730,28.3
Porto da Carne,090732,105.6
Ramela,090734,20.9
Santana da Azinha,090738,21.5
Sobral da Serra,090744,24.7
União de freguesias de Avelãs de Ambom e Rocamondo,090761,12.1
União de freguesias de Corujeira e Trinta,090762,37.4
"União de freguesias de Mizarela, Pêro Soares e Vila Soeiro",090763,22.6
União de freguesias de Pousade e Albardo,090764,24.4
União de freguesias de Rochoso e Monte Margarida,090765,15.3
Vale de Estrela,090746,15.6
Valhelhas,090747,20.1
Vela,090748,21.0
Videmonte,090749,6.8
Vila Cortês do Mondego,090750,41.1
Vila Fernando,090751,27.5
Vila Franca do Deão,090752,8.5
Vila Garcia,090753,16.4
Manteigas,0908,22.6
Manteigas (Santa Maria),090802,47.2
Manteigas (São Pedro),090803,18.1
Sameiro,090801,13.6
Vale de Amoreira,090804,18.3
Mêda,0909,17.7
Aveloso,090901,23.1
Barreira,090902,9.8
Coriscada,090905,11.8
Longroiva,090907,8.4
Marialva,090908,15.1
"Mêda, Outeiro de Gatos e Fonte Longa",090917,37.0
Poço do Canto,090912,25.3
Prova e Casteição,090918,16.4
Rabaçal,090914,19.1
Ranhados,090915,12.5
"União das freguesias de Vale Flor, Carvalhal e Pai Penela",090919,11.5
Pinhel,0910,16.7
Agregação das freguesias Sul de Pinhel,091028,9.9
Alto do Palurdo,091032,6.3
Alverca da Beira/Bouça Cova,091029,28.9
Ervedosa,091009,10.2
Freixedas,091010,25.4
Lamegal,091012,11.7
Lameiras,091013,13.6
Manigoto,091014,10.1
Pala,091015,30.6
Pinhel,091017,48.1
Pínzio,091018,17.7
Souro Pires,091024,29.8
Terras de Massueime,091030,21.3
União das freguesias de Atalaia e Safurdão,091035,9.0
Valbom/Bogalhal,091031,7.3
Vale do Côa,091033,6.2
Vale do Massueime,091034,15.6
Vascoveiro,091027,9.1
Sabugal,0911,19.0
Águas Belas,091101,13.4
Aldeia da Ponte,091103,13.8
Aldeia do Bispo,091102,27.0
Aldeia Velha,091106,26.0
Alfaiates,091107,22.9
Baraçal,091109,16.2
Bendada,091110,17.9
Bismula,091111,11.6
Casteleiro,091112,10.7
Cerdeira,091113,10.1
Fóios,091114,11.7
Malcata,091118,20.2
Nave,091120,14.3
Quadrazais,091123,18.6
Quintas de São Bartolomeu,091124,26.1
Rapoula do Côa,091125,31.7
Rebolosa,091126,30.5
Rendo,091127,21.9
Sortelha,091133,14.1
Souto,091134,38.0
"União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos",091141,9.6
União das freguesias de Lajeosa e Forcalhos,091142,19.3
"União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba",091143,14.5
"União das freguesias de Ruvina, Ruivós e Vale das Éguas",091144,16.9
União das freguesias de Santo Estêvão e Moita,091146,20.3
União das freguesias de Seixo do Côa e Vale Longo,091147,16.0
União das freguesias do Sabugal e Aldeia de Santo António,091145,41.0
Vale de Espinho,091136,20.0
Vila Boa,091138,39.0
Vila do Touro,091139,13.0
Seia,0912,40.5
Alvoco da Serra,091201,14.1
Girabolhos,091205,18.4
Loriga,091207,25.2
Paranhos,091208,46.6
Pinhanços,091209,58.9
Sabugueiro,091210,8.1
Sandomil,091212,54.5
Santa Comba,091213,40.2
Santiago,091216,97.0
Sazes da Beira,091219,39.2
Teixeira,091221,14.8
Travancinha,091224,32.7
União das freguesias de Carragozela e Várzea de Meruge,091230,39.6
União das freguesias de Sameice e Santa Eulália,091231,32.2
União das freguesias de Santa Marinha e São Martinho,091232,67.6
"União das freguesias de Seia, São Romão e Lapa dos Dinheiros",091233,107.3
União das freguesias de Torrozelo e Folhadosa,091234,60.3
União das freguesias de Tourais e Lajes,091235,46.8
União das freguesias de Vide e Cabeça,091236,20.8
Valezim,091225,21.3
Vila Cova à Coelheira,091228,38.0
Trancoso,0913,23.6
Aldeia Nova,091301,11.6
Castanheira,091303,12.4
Cogula,091304,44.8
Cótimos,091305,16.0
Fiães,091307,27.4
Granja,091309,18.3
Guilheiro,091310,15.2
Moimentinha,091311,22.2
Moreira de Rei,091312,16.7
Palhais,091313,35.2
Póvoa do Concelho,091314,22.3
Reboleiro,091315,33.4
Rio de Mel,091316,10.2
Tamanhos,091321,32.9
União das freguesias de Freches e Torres,091330,23.7
"União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho",091331,15.0
União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior,091332,42.9
União das freguesias de Vale do Seixo e Vila Garcia,091333,14.3
União das freguesias de Vila Franca das Naves e Feital,091334,50.1
União das freguesias de Vilares e Carnicães,091335,19.4
Valdujo,091325,19.1
Área Metropolitana de Lisboa,17,497.2
Área Metropolitana de Lisboa,170,497.2
Alcochete,1502,71.7
Alcochete,150201,54.7
Samouco,150202,335.5
São Francisco,150203,260.1
Almada,1503,1452.8
Costa da Caparica,150303,1358.8
"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",150312,4566.8
União das freguesias de Caparica e Trafaria,150313,842.7
União das freguesias de Charneca de Caparica e Sobreda,150314,890.1
União das freguesias de Laranjeiro e Feijó,150315,2515.4
Amadora,1115,3666.5
Águas Livres,111513,9194.1
Alfragide,111512,2971.7
Encosta do Sol,111514,4742.9
Falagueira-Venda Nova,111515,3881.1
Mina de Água,111516,2489.0
Venteira,111517,2805.1
Barreiro,1504,1149.1
Santo António da Charneca,150407,711.8
"União das freguesias de Alto do Seixalinho, Santo André e Verderena",150409,3123.0
União das freguesias de Barreiro e Lavradio,150410,1558.4
União das freguesias de Palhais e Coina,150411,135.1
Cascais,1105,1136.4
Alcabideche,110501,507.7
São Domingos de Rana,110506,1310.0
União das freguesias de Carcavelos e Parede,110507,3092.6
União das freguesias de Cascais e Estoril,110508,1328.5
Lisboa,1106,3200.5
Ajuda,110601,3065.3
Alcântara,110602,1749.1
Alvalade,110654,3543.8
Areeiro,110655,7294.2
Arroios,110656,9815.0
Avenidas Novas,110657,4953.8
Beato,110607,3034.3
Belém,110658,900.2
Benfica,110608,2605.0
Campo de Ourique,110659,8265.5
Campolide,110610,3293.5
Carnide,110611,2445.0
Estrela,110660,2755.9
Lumiar,110618,3668.2
Marvila,110621,2361.0
Misericórdia,110661,3956.6
Olivais,110633,2095.9
Parque das Nações,110662,2081.8
Penha de França,110663,6535.1
Santa Clara,110664,3253.3
Santa Maria Maior,110665,2564.1
Santo António,110666,5551.0
São Domingos de Benfica,110639,4739.2
São Vicente,110667,5113.6
Loures,1107,586.3
Bucelas,110702,76.3
Fanhões,110705,125.5
Loures,110707,433.5
Lousa,110708,108.3
"União das freguesias de Camarate, Unhos e Apelação",110731,1376.8
União das freguesias de Moscavide e Portela,110726,6880.1
União das freguesias de Sacavém e Prior Velho,110727,3101.0
"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",110728,1211.5
União das freguesias de Santo Antão e São Julião do Tojal,110729,146.0
União das freguesias de Santo António dos Cavaleiros e Frielas,110730,1427.5
Mafra,1109,154.2
Carvoeira,110902,231.4
Encarnação,110904,90.1
Ericeira,110906,786.4
Mafra,110909,198.7
Milharado,110911,131.8
Santo Isidoro,110913,105.1
União das freguesias de Azueira e Sobral da Abelheira,110918,72.2
"União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário",110919,61.1
União das freguesias de Igreja Nova e Cheleiros,110920,63.4
União das freguesias de Malveira e São Miguel de Alcainça,110921,257.0
União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés,110922,163.9
Moita,1506,626.5
Alhos Vedros,150601,454.7
Moita,150603,500.6
União das freguesias de Baixa da Banheira e Vale da Amoreira,150607,2533.2
União das freguesias de Gaio-Rosário e Sarilhos Pequenos,150608,94.9
Montijo,1507,80.2
Canha,150701,5.7
Sarilhos Grandes,150704,150.4
União das freguesias de Atalaia e Alto Estanqueiro-Jardia,150709,192.2
União das freguesias de Montijo e Afonsoeiro,150710,642.4
União das freguesias de Pegões,150711,27.1
Odivelas,1116,2710.8
Odivelas,111603,5885.5
União das freguesias de Pontinha e Famões,111608,1886.2
União das freguesias de Póvoa de Santo Adrião e Olival Basto,111609,3640.7
União das freguesias de Ramada e Caneças,111610,1587.5
Oeiras,1110,1893.2
Barcarena,111002,737.3
Porto Salvo,111009,927.9
"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",111012,3548.5
União das freguesias de Carnaxide e Queijas,111013,1880.0
"União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias",111014,2316.7
Palmela,1508,74.8
Palmela,150802,120.2
Pinhal Novo,150803,237.0
Quinta do Anjo,150804,151.9
União das freguesias de Poceirão e Marateca,150806,17.1
Seixal,1510,869.3
Amora,151002,995.6
Corroios,151005,1407.2
Fernão Ferro,151006,462.0
"União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires",151007,780.8
Sesimbra,1511,169.6
Quinta do Conde,151103,894.2
Sesimbra (Castelo),151101,80.2
Sesimbra (Santiago),151102,2952.0
Setúbal,1512,274.9
Gâmbia-Pontes-Alto da Guerra,151207,86.9
Sado,151208,37.9
Setúbal (São Sebastião),151205,1004.5
União das freguesias de Azeitão (São Lourenço e São Simão),151209,154.0
"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",151210,588.4
Sintra,1111,577.2
Algueirão-Mem Martins,111102,1930.0
Casal de Cambra,111115,2723.0
Colares,111105,182.7
Rio de Mouro,111108,1348.8
União das freguesias de Agualva e Mira-Sintra,111122,3296.8
"União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar",111123,139.9
União das freguesias de Massamá e Monte Abraão,111125,7317.5
União das freguesias de Queluz e Belas,111126,944.6
União das freguesias de São João das Lampas e Terrugem,111127,118.4
"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",111128,233.2
União das freguesias do Cacém e São Marcos,111124,4084.0
Vila Franca de Xira,1114,205.3
"União das freguesias de Alhandra, São João dos Montes e Calhandriz",111412,237.1
União das freguesias de Alverca do Ribatejo e Sobralinho,111413,727.2
União das freguesias de Castanheira do Ribatejo e Cachoeiras,111414,146.8
União das freguesias de Póvoa de Santa Iria e Forte da Casa,111415,1970.6
Vialonga,111408,519.7
Vila Franca de Xira,111409,47.4
Alentejo,18,15.0
Alentejo Litoral,181,13.4
Alcácer do Sal,1501,5.9
Comporta,150106,7.8
São Martinho,150105,4.0
Torrão,150104,4.8
União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana,150107,6.3
Grândola,1505,15.2
Azinheira dos Barros e São Mamede do Sádão,150501,3.2
Carvalhal,150505,39.1
Melides,150503,11.8
União das freguesias de Grândola e Santa Margarida da Serra,150506,16.7
Odemira,0211,13.0
Boavista dos Pinheiros,021116,25.2
Colos,021118,7.3
Longueira/Almograve,021117,14.6
Luzianes-Gare,021115,4.8
Relíquias,021102,7.5
Sabóia,021103,6.0
Santa Clara-a-Velha,021119,5.2
São Luís,021106,12.2
São Martinho das Amoreiras,021107,7.9
São Salvador e Santa Maria,021120,17.5
São Teotónio,021121,14.8
Vale de Santiago,021122,7.3
Vila Nova de Milfontes,021111,67.6
Santiago do Cacém,1509,17.5
Abela,150901,4.4
Alvalade,150902,7.5
Cercal,150903,18.8
Ermidas-Sado,150904,17.2
Santo André,150907,80.1
São Francisco da Serra,150910,12.4
"União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra",150912,24.2
União das freguesias de São Domingos e Vale de Água,150913,5.1
Sines,1513,42.7
Porto Covo,151302,25.4
Sines,151301,48.4
Baixo Alentejo,184,10.0
Aljustrel,0201,12.9
Ervidel,020102,20.2
Messejana,020103,5.6
São João de Negrilhos,020104,12.5
União das freguesias de Aljustrel e Rio de Moinhos,020106,15.3
Almodôvar,0202,7.2
Aldeia dos Fernandes,020208,20.2
Rosário,020203,7.2
Santa Cruz,020205,5.9
São Barnabé,020206,3.2
União das freguesias de Almodôvar e Graça dos Padrões,020209,10.5
União das freguesias de Santa Clara-a-Nova e Gomes Aires,020210,4.8
Alvito,0203,6.6
Alvito,020301,6.8
Vila Nova da Baronia,020302,6.5
Barrancos,0204,7.6
Barrancos,020401,7.6
Beja,0205,17.7
Baleizão,020502,5.0
Beringel,020503,55.3
Cabeça Gorda,020504,10.4
Nossa Senhora das Neves,020506,18.6
Santa Clara de Louredo,020510,4.9
São Matias,020516,5.2
União das freguesias de Albernoa e Trindade,020519,3.6
União das freguesias de Beja (Salvador e Santa Maria da Feira),020520,249.1
União das freguesias de Beja (Santiago Maior e São João Baptista),020521,152.1
União das freguesias de Salvada e Quintos,020522,4.7
União das freguesias de Santa Vitória e Mombeja,020523,4.4
União das freguesias de Trigaches e São Brissos,020524,5.8
Castro Verde,0206,8.6
Entradas,020603,6.2
Santa Bárbara de Padrões,020604,11.3
São Marcos da Ataboeira,020605,3.4
União das freguesias de Castro Verde e Casével,020606,10.2
Cuba,0207,17.2
Cuba,020701,26.7
Faro do Alentejo,020702,5.9
Vila Alva,020703,10.8
Vila Ruiva,020704,21.2
Ferreira do Alentejo,0208,8.2
Figueira dos Cavaleiros,020803,5.2
Odivelas,020804,3.9
União das freguesias de Alfundão e Peroguarda,020807,9.7
União das freguesias de Ferreira do Alentejo e Canhestros,020808,10.9
Mértola,0209,6.7
Alcaria Ruiva,020901,4.1
Corte do Pinto,020902,22.7
Espírito Santo,020903,8.6
Mértola,020904,7.0
Santana de Cambas,020905,6.5
São João dos Caldeireiros,020906,4.7
"União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros",020910,4.2
Moura,0210,10.9
Amareleja,021001,16.0
Póvoa de São Miguel,021002,4.3
Sobral da Adiça,021008,6.4
União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador,021009,18.9
União das freguesias de Safara e Santo Aleixo da Restauração,021010,6.6
Ourique,0212,6.5
Ourique,021203,8.3
Santana da Serra,021206,4.1
União das freguesias de Garvão e Santa Luzia,021207,10.9
União das freguesias de Panoias e Conceição,021208,4.1
Serpa,0213,9.5
Brinches,021302,9.5
Pias,021303,12.5
União das freguesias de Serpa (Salvador e Santa Maria),021308,8.7
União das freguesias de Vila Nova de São Bento e Vale de Vargo,021309,9.2
Vila Verde de Ficalho,021307,9.1
Vidigueira,0214,12.3
Pedrógão,021401,7.4
Selmes,021402,4.9
Vidigueira,021403,60.9
Vila de Frades,021404,22.5
Lezíria do Tejo,185,32.1
Almeirim,1403,54.7
Almeirim,140301,99.6
Benfica do Ribatejo,140302,56.5
Fazendas de Almeirim,140303,56.1
Raposa,140304,5.4
Alpiarça,1404,42.1
Alpiarça,140401,42.1
Azambuja,1103,45.7
Alcoentre,110301,36.5
Aveiras de Baixo,110302,39.5
Aveiras de Cima,110303,97.7
Azambuja,110304,51.1
"União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa",110310,30.5
Vale do Paraíso,110306,89.5
Vila Nova da Rainha,110307,19.4
Benavente,1405,29.1
Barrosa,140504,52.9
Benavente,140501,38.2
Samora Correia,140502,26.3
Santo Estêvão,140503,21.4
Cartaxo,1406,83.8
Pontével,140604,89.4
União das freguesias de Ereira e Lapa,140610,84.5
União das freguesias do Cartaxo e Vale da Pinta,140609,240.0
Valada,140605,15.2
Vale da Pedra,140608,64.6
Vila Chã de Ourique,140607,41.4
Chamusca,1407,8.1
Carregueira,140707,12.6
Ulme,140704,5.6
União das freguesias da Chamusca e Pinheiro Grande,140708,35.8
União das freguesias de Parreira e Chouto,140709,3.1
Vale de Cavalos,140705,5.6
Coruche,1409,10.8
Biscainho,140907,8.4
Branca,140905,8.1
Couço,140902,5.6
Santana do Mato,140908,7.0
São José da Lamarosa,140903,8.9
"União das freguesias de Coruche, Fajarda e Erra",140909,19.1
Golegã,1412,41.4
Azinhaga,141201,22.3
Golegã,141202,61.0
Pombalinho,141203,38.7
Rio Maior,1414,44.9
Alcobertas,141401,30.2
Arrouquelas,141402,14.8
Asseiceira,141410,37.6
Fráguas,141405,26.2
Rio Maior,141408,75.0
São Sebastião,141411,18.4
União das freguesias de Azambujeira e Malaqueijo,141415,38.1
União das freguesias de Marmeleira e Assentiz,141416,43.3
União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões,141417,29.1
União das freguesias de São João da Ribeira e Ribeira de São João,141418,41.3
Salvaterra de Magos,1415,48.9
Marinhais,141502,92.7
Muge,141503,15.5
União das freguesias de Glória do Ribatejo e Granho,141507,24.8
União das freguesias de Salvaterra de Magos e Foros de Salvaterra,141508,77.3
Santarém,1416,63.1
Abitureiras,141601,24.5
Abrã,141602,30.9
Alcanede,141604,23.6
Alcanhões,141605,73.4
Almoster,141606,29.6
Amiais de Baixo,141607,169.4
Arneiro das Milhariças,141608,48.2
Gançaria,141628,43.8
Moçarria,141613,54.3
Pernes,141614,54.1
Póvoa da Isenta,141616,45.3
"União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém",141629,40.4
União das freguesias de Azoia de Cima e Tremês,141630,43.6
União das freguesias de Casével e Vaqueiros,141631,21.8
União das freguesias de Romeira e Várzea,141632,42.5
União das freguesias de São Vicente do Paul e Vale de Figueira,141634,24.0
União de freguesias da cidade de Santarém,141633,294.9
Vale de Santarém,141625,155.1
Alto Alentejo,186,13.4
Alter do Chão,1201,8.3
Alter do Chão,120101,12.5
Chancelaria,120102,7.4
Cunheira,120104,9.6
Seda,120103,3.4
Arronches,1202,8.1
Assunção,120201,6.9
Esperança,120202,14.4
Mosteiros,120203,5.9
Avis,1203,5.9
Aldeia Velha,120302,2.4
Avis,120303,12.4
Ervedal,120305,11.4
Figueira e Barros,120306,4.1
União das freguesias de Alcórrego e Maranhão,120309,4.0
União das freguesias de Benavila e Valongo,120310,6.0
Campo Maior,1204,20.8
Nossa Senhora da Expectação,120401,21.4
Nossa Senhora da Graça dos Degolados,120402,11.9
São João Baptista,120403,23.2
Castelo de Vide,1205,11.0
Nossa Senhora da Graça de Póvoa e Meadas,120501,9.1
Santa Maria da Devesa,120502,23.8
Santiago Maior,120503,5.9
São João Baptista,120504,7.4
Crato,1206,8.1
Aldeia da Mata,120601,11.5
Gáfete,120604,14.6
Monte da Pedra,120605,5.4
"União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso",120607,7.0
Elvas,1207,21.3
"Assunção, Ajuda, Salvador e Santo Ildefonso",120712,52.4
"Caia, São Pedro e Alcáçova",120713,33.7
Santa Eulália,120706,8.4
São Brás e São Lourenço,120707,20.0
São Vicente e Ventosa,120708,4.9
União das freguesias de Barbacena e Vila Fernando,120714,10.1
União das freguesias de Terrugem e Vila Boim,120715,17.0
Fronteira,1208,10.3
Cabeço de Vide,120801,15.4
Fronteira,120802,9.6
São Saturnino,120803,4.9
Gavião,1209,12.0
Belver,120902,12.7
Comenda,120903,8.4
Margem,120905,11.1
União das freguesias de Gavião e Atalaia,120906,16.3
Marvão,1210,19.2
Beirã,121001,10.9
Santa Maria de Marvão,121002,21.3
Santo António das Areias,121003,24.1
São Salvador da Aramenha,121004,21.9
Monforte,1211,5.7
Assumar,121101,7.1
Monforte,121102,3.9
Santo Aleixo,121103,9.1
Vaiamonte,121104,7.0
Nisa,1212,12.4
Alpalhão,121201,30.1
Montalvão,121205,7.1
Santana,121207,16.6
São Matias,121208,8.3
Tolosa,121210,32.5
União das freguesias de Arez e Amieira do Tejo,121211,5.2
"União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão",121212,18.0
Ponte de Sor,1213,12.5
Foros de Arrão,121304,7.2
Galveias,121301,12.4
Longomel,121305,17.8
Montargil,121302,6.3
"União das freguesias de Ponte de Sor, Tramaga e Vale de Açor",121308,18.8
Portalegre,1214,32.8
Alagoa,121401,21.1
Alegrete,121402,12.8
Fortios,121404,16.8
União das freguesias da Sé e São Lourenço,121411,375.3
União das freguesias de Reguengo e São Julião,121412,12.3
União das freguesias de Ribeira de Nisa e Carreiras,121413,23.6
Urra,121410,8.7
Sousel,1215,13.2
Cano,121501,18.9
Casa Branca,121502,10.4
Santo Amaro,121503,9.8
Sousel,121504,14.6
Alentejo Central,187,13.4
Alandroal,0701,8.2
Capelins (Santo António),070104,7.0
Santiago Maior,070103,12.9
Terena (São Pedro),070105,9.0
"União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)",070107,6.3
Arraiolos,0702,7.0
Arraiolos,070201,13.3
Igrejinha,070202,7.0
União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro,070208,7.2
União das freguesias de São Gregório e Santa Justa,070209,4.0
Vimieiro,070206,4.6
Borba,0703,29.0
Borba (Matriz),070301,48.5
Borba (São Bartolomeu),070304,2710.0
Orada,070302,10.4
Rio de Moinhos,070303,21.5
Estremoz,0704,18.3
Arcos,070401,31.6
Évora Monte (Santa Maria),070404,6.2
Glória,070402,6.1
São Domingos de Ana Loura,070411,16.0
União das freguesias de Estremoz (Santa Maria e Santo André),070414,80.5
União das freguesias de São Bento do Cortiço e Santo Estêvão,070415,8.4
União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura,070416,9.5
União das freguesias do Ameixial (Santa Vitória e São Bento),070417,5.7
Veiros,070413,18.1
Évora,0705,22.8
Canaviais,070515,79.8
Nossa Senhora da Graça do Divor,070502,3.4
Nossa Senhora de Machede,070503,3.5
São Bento do Mato,070506,11.5
São Miguel de Machede,070509,6.4
Torre de Coelheiros,070513,2.1
União das freguesias de Bacelo e Senhora da Saúde,070522,193.3
"União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",070523,3751.3
União das freguesias de Malagueira e Horta das Figueiras,070524,159.9
